movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_57800,57800,tt1667889,Q35951,Ice Age: Continental Drift,88,en,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,http://www.iceagemovies.com/films/ice-age-continental-drift,The end of the world is just the tip of the iceberg.,Released,15.403,6.389,8147
mov_tmdb_50620,50620,tt1673434,Q60487,The Twilight Saga: Breaking Dawn - Part 2,115,en,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,,The epic finale that will live forever.,Released,10.5268,6.455,9401
mov_tmdb_1930,1930,tt0948470,Q229808,The Amazing Spider-Man,136,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,https://www.sonypictures.com/movies/theamazingspiderman,The untold story begins.,Released,23.1635,6.741,18631
mov_tmdb_80321,80321,tt1277953,Q244247,Madagascar 3: Europe's Most Wanted,93,en,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",/ekraj4ksvIKeuvQVEevEJkuybZd.jpg,,They have one shot to get back home.,Released,9.5387,6.642,6604
mov_tmdb_70160,70160,tt1392170,Q212965,The Hunger Games,142,en,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,https://hungergames.movie/,The world will be watching.,Released,7.508,7.224,23393
mov_tmdb_41154,41154,tt1409024,Q327713,Men in Black 3,106,en,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",/90DdoEStzeObs96fsYf4GG544iN.jpg,http://www.sonypictures.com/movies/meninblack3/,Back in time.,Released,6.7403,6.546,11038
mov_tmdb_87827,87827,tt0454876,Q152780,Life of Pi,127,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,https://www.20thcenturystudios.com/movies/life-of-pi,Take the journey of a lifetime.,Released,8.8779,7.411,13828
mov_tmdb_72105,72105,tt1637725,Q641760,Ted,107,en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,https://www.uphe.com/movies/ted,Ted is coming.,Released,10.5868,6.455,13248
mov_tmdb_62177,62177,tt1217209,Q126796,Brave,93,en,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,https://movies.disney.com/brave,Change your fate.,Released,14.5628,7.032,14251
mov_tmdb_82690,82690,tt1772341,Q28891,Wreck-It Ralph,101,en,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",/ihfvxPh5C4rV2WSKWs7k7rzxzzO.jpg,http://disney.go.com/wreck-it-ralph,"When the game is over, the fun begins.",Released,12.9582,7.36,13130
mov_tmdb_82695,82695,tt1707386,Q28234,Les Misérables,158,en,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,http://www.lesmiserablesfilm.com,Fight. Dream. Hope. Love.,Released,8.1128,7.303,5599
mov_tmdb_68718,68718,tt1853728,Q571032,Django Unchained,165,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,http://www.unchainedmovie.com,"Life, liberty, and the pursuit of vengeance.",Released,16.4374,8.192,28176
mov_tmdb_70981,70981,tt1446714,Q192686,Prometheus,124,en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",/qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,https://www.20thcenturystudios.com/movies/prometheus,The search for our beginning could lead to our end.,Released,10.1539,6.599,13333
mov_tmdb_58595,58595,tt1735898,Q624603,Snow White and the Huntsman,127,en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",/8HUa5kRubYbnAD5UVpnhTGGgMTW.jpg,http://www.snowwhiteandthehuntsman.com/,The fairytale is over.,Released,5.8319,5.986,8263
mov_tmdb_82675,82675,tt1397280,Q1057015,Taken 2,91,en,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",/yzAlcuJhpnxRPjaj7AHBRbNPQCJ.jpg,,First they took his daughter. Now they're coming for him.,Released,6.4774,6.368,7144
mov_tmdb_76492,76492,tt0837562,Q249967,Hotel Transylvania,91,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,http://www.sonypictures.com/movies/hoteltransylvania/,Where monsters go to get away from it all.,Released,13.3654,6.967,9218
mov_tmdb_72545,72545,tt1397514,Q211545,Journey 2: The Mysterious Island,94,en,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",/uFm2vnp9LhHx5MNo1Ego6O3vUhl.jpg,http://www.themysteriousisland.com/,Believe the Impossible. Discover the Incredible.,Released,6.4453,6.144,4532
mov_tmdb_73723,73723,tt1482459,Q786594,The Lorax,86,en,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,,Meet the original force of nature.,Released,10.3421,6.534,3907
mov_tmdb_76163,76163,tt1764651,Q210812,The Expendables 2,103,en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",/74rTIGyGoIu5KSxDVMdr8H3MtMo.jpg,,Back for War.,Released,8.1621,6.355,7223
mov_tmdb_81188,81188,tt1446192,Q136625,Rise of the Guardians,97,en,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",/yfzmfWGjcmyugH6FZ13WcsUGiNj.jpg,http://www.riseoftheguardians.com/,You better believe.,Released,7.7757,7.378,7184
mov_tmdb_44833,44833,tt1440129,Q474033,Battleship,131,en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,,The battle for Earth begins at sea.,Released,8.3977,5.909,6003
mov_tmdb_57165,57165,tt1646987,Q226773,Wrath of the Titans,99,en,"Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg,http://www.wrathofthetitansmovie.org,Feel the Wrath.,Released,6.9715,5.767,4525
mov_tmdb_49529,49529,tt0401729,Q235347,John Carter,132,en,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg,http://movies.disney.com/john-carter,"Lost in our world, found in another.",Released,8.2049,6.374,6151
mov_tmdb_49040,49040,tt1194173,Q494048,The Bourne Legacy,135,en,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,/1aExL5DTGHj25ZfIC3dDwS84RWi.jpg,http://www.thebournelegacy.com,There Was Never Just One,Released,6.0765,6.3,6169
mov_tmdb_72976,72976,tt0443272,Q32433,Lincoln,150,en,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",/7mUYEkv9W3ek61eetZCfMQYVoi.jpg,,The hours that changed history.,Released,6.0166,6.848,4067
mov_tmdb_62213,62213,tt1077368,Q323318,Dark Shadows,113,en,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,/fd9Ck4cxVlmtXsbeGtQW7WFuUFI.jpg,http://darkshadowsmovie.warnerbros.com,Every family has its demons.,Released,4.9403,6.102,7640
mov_tmdb_71679,71679,tt1855325,Q83542,Resident Evil: Retribution,95,en,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",/ohdUDWVlcbuWphaLu6wS91xdJ73.jpg,http://www.residentevil-movie.com/site/,Evil goes global.,Released,0.5953,5.828,4343
mov_tmdb_82693,82693,tt1045658,Q116845,Silver Linings Playbook,122,en,"After losing his job and wife, and spending time in an institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets Tiffany Maxwell who offers to help him reconnect with his wife if he will do something very important for her in exchange.",/fhHB1uvfFKKFbj6bTKE8xdtsjKi.jpg,http://silverliningsplaybookmovie.com/,Watch for the signs.,Released,6.1783,7.154,12685
mov_tmdb_71552,71552,tt1605630,Q303040,American Reunion,114,en,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg,,Save the best piece for last.,Released,7.1511,6.312,4726
mov_tmdb_68734,68734,tt1024648,Q59653,Argo,120,en,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",/m5gPWFZFIp4UJFABgWyLkbXv8GX.jpg,https://www.warnerbros.com/movies/argo,The movie was fake. The mission was real.,Released,6.0151,7.286,9004
mov_tmdb_75780,75780,tt0790724,Q590252,Jack Reacher,130,en,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,http://www.jackreachermovie.com/,The law has limits. He does not.,Released,9.3199,6.67,7689
mov_tmdb_59961,59961,tt1599348,Q934739,Safe House,115,en,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",/7CBhSjQa07LYt0RGejYjWugGmdV.jpg,http://www.nooneissafe.com,No one is safe,Released,3.6769,6.493,3950
mov_tmdb_151743,151743,tt2459022,Q893014,人再囧途之泰囧,105,zh,"The story of two rival business managers, Xu and Bo, who are fighting over a revolutionary new in-house technology for control of their company. If Xu wins, his future will be secured.",/pBaEx0Szrd73zBCcN9p7AhI7htW.jpg,,"On a wild road trip, three men find inner peace in the city that never sleeps.",Released,2.1697,6.428,139
mov_tmdb_64688,64688,tt1232829,Q214014,21 Jump Street,109,en,"When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,http://www.21jumpstreet-movie.com/,The only thing getting blown tonight is their cover.,Released,9.3854,6.887,11086
mov_tmdb_64635,64635,tt1386703,Q634810,Total Recall,118,en,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",/hVUxVVzZ0WvvPIpKwsMPMDOQyqi.jpg,http://www.welcometorecall.com/,What Is Real?,Released,5.469,6.035,5898
mov_tmdb_80278,80278,tt1649419,Q277038,The Impossible,113,en,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",/k0DLCiDbnYywOHiISALbl2EH2NE.jpg,,Nothing is more powerful than the human spirit.,Released,8.0508,7.376,6713
mov_tmdb_72570,72570,tt1606389,Q522389,The Vow,104,en,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",/y5GUXzTvt7kSQbdQrSvbYNoa8HB.jpg,,,Released,5.6458,7.225,4273
mov_tmdb_62764,62764,tt1667353,Q628851,Mirror Mirror,106,en,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",/pys6zIJN8Sxlk2Ss2GZuYuXPbtw.jpg,,The Snow White legend comes alive.,Released,3.8898,5.92,3299
mov_tmdb_76493,76493,tt1645170,Q464964,The Dictator,83,en,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,http://www.dictatorthemovie.com/,Make way for Aladeen.,Released,8.1584,6.238,6492
mov_tmdb_98567,98567,tt1424310,Q391143,十二生肖,123,cn,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the twelve Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student and a Parisian woman, Hawk stops at nothing to accomplish the mission.",/zlC6cN9dYIT6FjQVx026s9pFLIu.jpg,http://hbpictures.ayomovie.com/12shengxiao//,Twelve heads. Five continents. One man.,Released,3.6125,6.181,899
mov_tmdb_77930,77930,tt1915581,Q1197932,Magic Mike,110,en,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",/cfRv1INLSSumjvxAqEGOP6b0Aw1.jpg,http://magicmikemovie.warnerbros.com,Work all day. Work it all night.,Released,2.4875,6.162,3099
mov_tmdb_87502,87502,tt1907668,Q564298,Flight,138,en,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",/tFsHDNclXoCKy2xMxskzXXMaFJS.jpg,,Some miracles are not what they seem.,Released,4.5155,6.863,6481
mov_tmdb_52520,52520,tt1496025,Q680989,Underworld: Awakening,88,en,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg,https://www.sonypictures.com/movies/underworldawakening,Vengeance Returns,Released,4.4208,6.334,4381
mov_tmdb_59962,59962,tt1596350,Q1049480,This Means War,98,en,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg,http://www.thismeanswarmovie.com/,It's SPY Against SPY,Released,3.2958,6.184,3624
mov_tmdb_74534,74534,tt1412386,Q830295,The Best Exotic Marigold Hotel,124,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",/gNWiOKTWDvPTpr7QfPWk18gLftz.jpg,https://www.blueprintpictures.com/thebestexoticmarigoldhotel/,Share the journey. Share the laughter.,Released,1.5354,6.953,1467
mov_tmdb_76726,76726,tt1706593,Q1087883,Chronicle,84,en,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",/kdyrdFIt29FUmLIKvedAc2j4rpo.jpg,,What are you capable of?,Released,6.8972,6.856,5767
mov_tmdb_82990,82990,tt2109184,Q1144954,Paranormal Activity 4,87,en,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",/na5tAslm1kGNcft083AIXMTOsYR.jpg,http://www.paranormalmovie.com/,All the activity has led to this...,Released,2.5565,5.404,2044
mov_tmdb_85446,85446,tt1800741,Q81044,Step Up Revolution,99,en,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",/jMpwxmk3r7Aq36GcqMbCuP9DJYQ.jpg,https://stepupmovie.com,One step can change your world.,Released,3.353,6.9,2132
mov_tmdb_97630,97630,tt1790885,Q152531,Zero Dark Thirty,157,en,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",/wNSdSSxowM3WIqmPJNg3RagYbwP.jpg,http://www.zerodarkthirty-movie.com/site/,The greatest manhunt in history.,Released,4.7446,6.992,4914
mov_tmdb_83542,83542,tt1371111,Q28936,Cloud Atlas,172,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg,https://www.warnerbros.com/movies/cloud-atlas,Everything is connected.,Released,7.7332,6.896,7555
mov_tmdb_65086,65086,tt1596365,Q841274,The Woman in Black,95,en,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",/nghQnDZE4EsQJ4J4zxR3UqItTpO.jpg,http://womaninblack.com/,What did they see?,Released,4.444,6.145,3697
mov_tmdb_72197,72197,tt1430626,Q1137359,The Pirates! In an Adventure with Scientists!,88,en,"The enthusiastic Pirate Captain, along with his rag-tag crew, sets out to beat his bitter rivals. The chaotic adventure takes them from exotic shores to Victorian London, and from a haplessly smitten scientist to a diabolical queen.",/bkLeXPDP6sramrTiF5W7TzUl4t0.jpg,https://www.sonypictures.com/movies/thepiratesbandofmisfits,It's a plunderful life.,Released,2.9762,6.5,1220
mov_tmdb_88042,88042,tt1047540,Q3384891,Parental Guidance,104,en,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,/815zxi87kTUvleFHjnE5SNzWmVZ.jpg,,Here come the grandparents.  There go the rules.,Released,1.3742,5.97,488
mov_tmdb_72331,72331,tt1611224,Q587707,Abraham Lincoln: Vampire Hunter,105,en,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",/qv8deK0ZmutAuEpejruQKApIy6r.jpg,,Are you a patriot or a vampire?,Released,4.4239,5.761,3578
mov_tmdb_114150,114150,tt1981677,Q137584,Pitch Perfect,112,en,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg,http://www.pitchperfectmovie.com/,Get pitch slapped.,Released,6.4619,7.266,6906
mov_tmdb_82696,82696,tt1535438,Q327214,Hope Springs,100,en,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",/mHEca5NntVHtUPfBiQ3ZVFBRixe.jpg,,"Sometimes to keep the magic, you need to learn a few tricks.",Released,2.7389,6.3,835
mov_tmdb_122857,122857,tt1659343,Q166716,Universal Soldier: Day of Reckoning,114,en,"After his wife and daughter are murdered in a home invasion, a widower named John now finds himself up against an army of Universal Soldiers in relentless pursuit, led by a mysterious leader who promises to set UniSols free from their conditioning.",/4pefZa0U5h0avmdvRwWB4xjMFl6.jpg,,Under their own command,Released,1.9463,5.6,486
mov_tmdb_77174,77174,tt1623288,Q198028,ParaNorman,93,en,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,https://www.paranorman.com/,It's all fun and games until someone raises the dead.,Released,4.3844,7.046,2801
mov_tmdb_77953,77953,tt1790886,Q2028118,The Campaign,85,en,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,/jMWjJ13sFTT07DwjNlqh8VY4sK6.jpg,https://www.warnerbros.com/movies/campaign/,May the best loser win.,Released,3.1697,5.839,1892
mov_tmdb_57214,57214,tt1636826,Q249215,Project X,88,en,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,https://www.warnerbros.com/movies/project-x,The party you've only dreamed about.,Released,8.057,6.91,6887
mov_tmdb_76487,76487,tt1560985,Q1206842,The Devil Inside,83,en,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",/mtyFRIRBmrCE2XKU5EnEK8dtu2X.jpg,http://www.devilinsidemovie.com,No soul is safe.,Released,2.6154,4.687,849
mov_tmdb_77877,77877,tt1327194,Q599420,The Lucky One,101,en,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,/vF1ZuIkF9Z71VzVvG265xJUawb0.jpg,http://theluckyonemovie.warnerbros.com/,,Released,4.535,7.17,3836
mov_tmdb_77866,77866,tt1524137,Q1129080,Contraband,109,en,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",/c9NQDANheSz887myHeMocUKQ5Je.jpg,,What would you hide to protect your family?,Released,2.9678,6.347,2235
mov_tmdb_67660,67660,tt1621045,Q548148,Think Like a Man,122,en,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,http://www.sonypictures.com/movies/thinklikeaman/,Let the mind games begin.,Released,2.7009,6.797,901
mov_tmdb_89492,89492,tt1758830,Q1090390,This Is 40,134,en,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",/mzUuOIFoVkRTHACRb58vm6mkbBN.jpg,http://www.thisis40movie.com/,The sort-of sequel to 'Knocked Up',Released,2.6527,5.898,2356
mov_tmdb_77883,77883,tt0431021,Q1972417,The Possession,92,en,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",/4VxIbGO5A9HRlkAPMi70zimosDY.jpg,http://www.thepossessionmovie.com/,Fear the demon that doesn't fear God.,Released,3.1832,6.035,1716
